CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,FumDOC,FumDTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b
FCNSW_175_2020-10-13_T3_P3,FCNSW_175,FC NSW 1033,2020-10-13,3,3,144.425550,-35.862260,83.300003,7.140000,0.400002,6.60462236,-0.00868988,1.24843967,0.464881808,0.012341132,0.15478842,-17.40405083,-10.89387321,0.433141649,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.16,0.16,20,51,29,25,43,32,Silty clay loam,5.5,4.4,0.081,13.0,16.289,696,675,164,230,26200,0,0,715,0,18,40,13,31000,3830,2350,1160,0,195,19,290,16,119,0,0,51,n,0.02,1.02,15.33,1.27,-24.51,3.58,21.58731289,4.209642162,10.16101095,4.458964246,128.77,14.51,198.32,24.68,0.31,1.14,1.57,24.31,5.119,0.1026,0.001,27.842,72.6735
FCNSW_176_2020-10-13_T3_P4,FCNSW_176,FC NSW 1034,2020-10-13,3,4,144.425970,-35.862151,83.500000,7.340000,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.189707369,-17.24544525,-11.21632957,0.43889907,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.186,0.186,15,59,26,25,45,30,Silty clay loam,5.81,4.73,0.063,14.0,19.648,1084,757,146,312,24500,0,0,1170,0,0,37,12,20800,3770,2500,471,0,158,18,266,16,126,0,0,47,n,0.018,1.018,15.41,1.44,-25.35,3.51,23.43228867,5.401004579,10.50466943,4.938802665,128.62,15.54,263.52,44.83,0.48,1.73,2.14,25.45,6.27,0.1625,0.001,28.427,72.1916
FCNSW_177_2020-10-14_T4_P1,FCNSW_177,FC NSW 1041,2020-10-14,4,1,144.344410,-35.748250,80.510002,4.350000,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-0.000719239,0.14538607,-17.85573387,-11.78858757,0.416745454,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.15,0.15,21,33,46,31,28,41,Silty clay,5.44,4.66,0.294,22.0,8.879,1608,1233,308,370,44600,0,0,1660,0,22,50,21,42400,4460,3010,1420,0,473,27,391,22,146,0,0,58,n,0.031,1.031,8.45,0.87,-21.34,3.98,23.78503493,3.603964479,12.3694687,5.212431582,131.33,22.88,184.15,27.38,6.99,5.07,0.68,25.36,4.994,0.0614,0.0007,33.678,67.2124
FCNSW_178_2020-10-14_T4_P2,FCNSW_178,FC NSW 1042,2020-10-14,4,2,144.344410,-35.749030,79.570000,3.410000,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.304633588,-18.10451889,-12.07097244,0.407714486,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.174,0.174,23,25,52,34,30,36,Clay,5.48,4.48,0.08,21.0,21.742,1466,970,178,318,28100,0,0,1480,0,0,38,15,20800,2930,2110,539,0,156,16,280,19,251,0,0,50,n,0.026,1.026,12.92,1.13,-28.53,3.67,31.04325854,7.062109016,14.46045275,5.649641721,106.64,27.66,238.92,48.2,18.47,1.7,1.62,16.31,7.011,0.1076,0.0007,31.347,69.6126
FCNSW_179_2020-10-14_T4_P3,FCNSW_179,FC NSW 1043,2020-10-14,4,3,144.344070,-35.749570,79.440002,3.280000,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.29381609,-17.70751572,-11.31135559,0.422125787,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.155,0.155,26,27,47,38,29,33,Silty clay,5.62,4.46,0.062,17.0,24.094,1294,797,140,258,27200,0,0,1260,0,0,36,13,17900,2960,1850,339,0,139,14,227,17,135,0,0,45,n,0.023,1.023,15.11,1.25,-27.42,3.34,18.84976842,3.677059667,9.100141455,3.767427222,65.92,11.69,128.83,18.62,7.3,1.21,0.57,17.57,4.734,0.1252,0.0009,29.206,71.6776
FCNSW_180_2020-10-14_T4_P4,FCNSW_180,FC NSW 1044,2020-10-14,4,4,144.344190,-35.750010,79.309998,3.149990,0.000000,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.284844965,-17.56635857,-11.78699875,0.427249849,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.154,0.154,21,31,49,31,32,37,Silty clay,5.38,4.39,0.084,17.0,24.925,1256,750,132,268,27300,0,0,1150,0,0,38,14,18000,3140,1850,380,0,137,16,240,18,134,0,0,46,n,0.022,1.022,10.33,1.19,-26.44,2.94,19.27189124,3.55703127,9.089802789,3.865741013,75.75,17.09,157.3,24.68,13.92,1.01,0.64,14.64,4.73,0.1126,0.0009,28.772,71.9709
FCNSW_181_2020-10-14_T5_P1,FCNSW_181,FC NSW 1051,2020-10-14,5,1,144.294490,-35.727340,80.019997,3.859990,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.307988465,-18.87875557,-12.33918381,0.379609495,n,0,30,"RRG 20%, litter 50%",2829,4290,1.095,0.095,31,47,22,38,41,21,Silty loam,6.14,4.81,0.072,7.0,10.458,664,567,176,128,15900,0,0,766,0,0,25,0,18500,2400,1600,605,0,182,12,188,12,43,0,0,31,n,0.014,1.014,9.2,0.94,-25.88,3.41,13.06321911,2.27806189,6.455778739,3.215456618,74.76,7.17,146.74,17.75,0.22,0.22,0.22,8.54,4.306,0.179,0.0011,26.91,73.3525
FCNSW_182_2020-10-14_T5_P2,FCNSW_182,FC NSW 1052,2020-10-14,5,2,144.295680,-35.728020,79.650002,3.490000,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.356112838,-17.74343491,-12.53979492,0.420821935,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.129,0.129,18,50,33,27,41,32,Silty clay loam,5.48,4.28,0.053,17.0,15.577,1248,887,156,284,25400,0,0,1190,0,0,35,13,25600,3240,2060,367,0,152,16,242,15,134,0,0,43,n,0.021,1.021,16.19,1.31,-27.13,1.44,20.54954623,3.344945927,9.412108689,5.422866901,93.88,18.16,178.3,26.29,6.21,1.48,1.02,28.92,5.203,0.1002,0.0008,29.408,71.2364
FCNSW_183_2020-10-14_T5_P3,FCNSW_183,FC NSW 1053,2020-10-14,5,3,144.296620,-35.728550,79.430000,3.270000,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.314303845,-18.01228714,-11.54265213,0.411062509,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.12,0.12,17,51,32,25,42,34,Silty clay loam,5.19,4.14,0.065,12.0,15.632,624,722,138,206,22000,0,0,649,0,12,33,11,20600,2720,1790,357,0,135,14,195,16,83,0,0,38,n,0.021,1.021,13.86,1.36,-26.49,3.1,18.31951728,3.560712304,8.51909344,4.117146883,97.41,25.55,178.92,31.16,16.05,2.1,1.14,15.75,5.388,0.0936,0.0007,30.518,70.293
FCNSW_184_2020-10-14_T5_P4,FCNSW_184,FC NSW 1054,2020-10-14,5,4,144.297320,-35.728760,78.919998,2.759990,0.000000,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.34966591,-17.96431923,-11.99272251,0.412803769,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.114,0.114,23,44,33,29,39,31,Silty clay loam,5.63,4.48,0.055,11.0,20.231,896,696,126,240,17000,0,0,917,0,0,29,12,14900,2340,1590,358,0,129,12,220,15,136,0,0,35,n,0.019,1.019,11.65,1.16,-20.64,2.94,15.50114579,3.011159967,7.094792012,3.511984686,106.54,12.02,186.69,17.74,7.04,0.78,0.71,13.78,5.813,0.1431,0.0009,28.782,71.8023
FCNSW_185_2020-10-14_T6_P1,FCNSW_185,FC NSW 1061,2020-10-14,6,1,144.274284,-35.696733,79.400002,3.240000,1.459999,5.40152121,-0.073753357,1.771710634,1.685418725,0.035678454,0.232165471,-18.28927612,-12.0660553,0.401007742,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.198,0.198,17,22,60,28,27,45,Clay,6,4.78,0.097,29.0,9.788,2352,1739,452,488,42400,0,0,2090,0,18,49,22,43200,3140,2910,1130,0,533,28,291,22,145,0,0,53,n,0.037,1.037,15.81,1.35,-31.45,2.26,33.4523831,4.61867767,16.16494607,9.208065976,160.94,15.1,311.58,27.06,2.32,2.14,1.23,30.33,5.99,0.1346,0.0011,26.008,74.4326
FCNSW_186_2020-10-14_T6_P2,FCNSW_186,FC NSW 1062,2020-10-14,6,2,144.274252,-35.696600,78.470001,2.310000,0.529999,4.65716457,0.086250305,8.780653,-0.015686646,0.002873365,0.16018483,-17.78653908,-12.0660553,0.419257224,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.174,0.174,25,25,50,31,31,38,Silty clay,5.73,4.53,0.057,19.0,16.495,1578,1137,194,408,28700,0,0,1640,0,0,37,16,24200,2890,2170,424,0,228,17,275,19,129,0,0,47,n,0.03,1.03,14.19,1.27,-26.11,2.43,25.06301338,3.857601566,12.9716814,6.041476127,130.51,15.83,233.58,22.39,7.74,1.38,0.94,27.49,4.945,0.1189,0.0009,27.928,72.8284
FCNSW_187_2020-10-14_T6_P3,FCNSW_187,FC NSW 1063,2020-10-14,6,3,144.274289,-35.696551,78.050003,1.890000,0.110001,4.87607479,-0.135780334,6.351511955,-0.048354521,-0.01558402,0.16018483,-17.78653908,-12.0660553,0.419257224,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.142,0.142,28,25,47,34,28,38,Silty clay,6.01,4.79,0.05,19.0,30.08,1634,978,184,324,22700,0,0,1500,0,0,31,15,16800,2500,1780,437,0,184,14,244,17,122,0,0,42,n,0.023,1.023,12.78,1.24,-25.92,2.73,18.65723765,3.637095658,9.773504266,3.671062806,133.5,7.31,182.36,11.62,3.1,0.7,0.44,16.77,4.157,0.1701,0.0009,28.792,72.1723
FCNSW_188_2020-10-14_T6_P4,FCNSW_188,FC NSW 1064,2020-10-14,6,4,144.274307,-35.696518,77.940002,1.780000,0.000000,5.07879019,-0.135002136,4.549187183,-0.347103149,-0.007517815,0.16018483,-17.78653908,-12.0660553,0.419257224,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.16,0.16,21,21,58,31,27,42,Clay,5.77,4.64,0.061,19.0,58.665,2040,1159,190,468,29300,0,0,1740,0,0,38,18,21200,3260,2100,519,0,191,17,401,21,139,0,0,56,n,0.028,1.028,11.9,1.33,-25.26,2.24,19.0667236,3.727232729,10.01978235,3.605904921,85.07,13.24,175.36,18.56,10.99,0.71,0.46,17.56,4.107,0.1294,0.0008,29.045,71.646
FCNSW_189_2020-10-15_T7_P1,FCNSW_189,FC NSW 1071,2020-10-15,7,1,144.239511,-35.678113,78.860001,2.700000,1.180000,6.91645908,0.021240234,0.833409607,-0.138664544,4.51E-05,0.341399252,-17.09169579,-12.2323122,0.444480211,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.098,0.098,26,50,25,36,43,21,Silty loam,6.18,5.03,0.105,14.0,9.979,1370,714,184,270,15400,0,0,1660,0,0,26,11,25500,2480,1640,755,0,194,14,265,14,109,0,0,32,n,0.016,1.016,13.64,1.29,-20.7,2.01,18.46445915,2.896489323,8.367710573,5.848000057,107.12,7.45,156.58,15.35,0.45,0.57,0.6,20.8,3.428,0.1491,0.0011,28.306,72.1926
FCNSW_190_2020-10-15_T7_P2,FCNSW_190,FC NSW 1072,2020-10-15,7,2,144.238774,-35.677261,78.330002,2.170000,0.650002,6.62188911,-0.02015686,0.600877225,1.280064821,0.011195613,0.135504201,-17.31000519,-11.83112907,0.436555535,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.124,0.124,27,39,35,33,34,32,Silty clay loam,5.63,4.44,0.051,13.0,14.484,968,807,134,312,18900,0,0,882,0,0,28,11,19200,2360,1590,514,0,108,12,236,15,104,0,0,35,n,0.019,1.019,13.34,1.32,-20.27,2.14,17.32628564,3.633880166,8.014195219,3.289497974,110.31,15.4,237.7,23.27,3.82,2.79,0.96,18.48,5.527,0.1065,0.0008,29.636,70.9877
FCNSW_191_2020-10-15_T7_P3,FCNSW_191,FC NSW 1073,2020-10-15,7,3,144.238588,-35.676544,78.209999,2.050000,0.529999,7.89242125,0.003746033,0.897553921,0.231871322,0.010139047,0.103337452,-17.26211929,-12.49116135,0.438293785,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.102,0.102,37,31,32,41,32,27,Silty clay loam,5.58,4.53,0.06,15.0,14.747,1326,665,120,274,36500,0,12,1160,0,0,41,0,17300,5860,2110,386,0,163,14,221,13,148,0,0,37,n,0.017,1.017,12.54,1.25,-26.36,2.21,19.50360424,4.020323741,8.824844591,4.158988937,92.99,21.76,207.85,38.03,16.73,2.44,0.89,14.43,5.203,0.1187,0.001,27.767,73.0219
FCNSW_192_2020-10-15_T7_P4,FCNSW_192,FC NSW 1074,2020-10-15,7,4,144.237507,-35.675924,77.680000,1.520000,0.000000,6.50819778,0.01474762,1.572275162,-0.655814588,-0.001909524,0.255060732,-17.44130516,-11.6391077,0.431789309,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.114,0.114,35,40,25,40,34,26,Silty loam,5.74,4.66,0.06,21.0,18.479,1172,673,118,268,32700,0,0,1220,0,0,39,11,16400,4980,2020,395,0,168,14,209,14,154,0,0,36,n,0.018,1.018,14.53,1.22,-23.14,3.46,21.75177977,4.853299288,9.980762765,4.619267507,82.62,14.09,153,21.46,11.16,0.87,0.6,15.88,4.498,0.1161,0.0009,29.873,71.0762
FCNSW_193_2020-10-15_T8_P1,FCNSW_193,FC NSW 1081,2020-10-15,8,1,144.232062,-35.593180,77.180000,1.020000,1.019997,6.83653593,0.13999939,2.793794394,0.142957643,0.012658071,0.49259463,-18.13417244,-11.75985146,0.406638056,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.16,0.16,23,27,50,30,31,38,Silty clay,6.69,5.64,0.238,21.0,19.846,2422,1446,526,538,62100,0,19,3030,0,16,56,22,37200,9590,4460,1210,0,864,28,371,16,164,0,0,62,n,0.03,1.03,16.15,1.26,-20.35,4.03,26.20610697,3.645735644,12.54239327,7.808697969,109.86,11.68,236.69,19.91,2.56,1.35,0.67,21.74,5.191,0.1554,0.001,27.939,72.7257
FCNSW_194_2020-10-15_T8_P2,FCNSW_194,FC NSW 1082,2020-10-15,8,2,144.231292,-35.593209,76.559998,0.399990,0.399994,5.85486651,-0.003753662,1.333363891,-0.833237946,0.004444208,0.366850466,-17.42126083,-11.28291035,0.432516932,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.13,0.13,28,33,39,32,34,34,Silty clay loam,6.19,5.02,0.075,20.0,13.833,1522,976,214,402,45100,0,13,1290,0,0,45,14,24500,7570,2990,414,0,317,18,213,15,139,0,0,45,n,0.023,1.023,21.24,1.73,-24.78,4.06,22.73512626,4.69794636,10.055624,5.037820536,121.68,20.83,323.84,37.74,8.45,3.74,1.28,27.17,6.107,0.1477,0.0011,27.735,72.8759
FCNSW_195_2020-10-15_T8_P3,FCNSW_195,FC NSW 1083,2020-10-15,8,3,144.230001,-35.592745,76.260002,0.100000,0.099998,6.4437232,0.089996338,1.201825023,-0.682665169,-0.002905871,0.355537713,-18.53835106,-12.17677021,0.391966254,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.106,0.106,32,34,34,38,33,29,Silty clay loam,5.42,4.41,0.067,15.0,20.475,1192,574,122,336,39200,0,12,1170,0,0,41,13,20300,6640,2470,426,0,200,16,268,14,137,0,0,42,n,0.017,1.017,10.21,1.12,-27.96,4.1,15.60189632,2.669640135,7.324729412,3.523941969,84.69,18.77,169.82,23.86,12.43,2.07,0.76,16.78,4.861,0.115,0.001,28.489,72.2445
FCNSW_196_2020-10-15_T8_P4,FCNSW_196,FC NSW 1084,2020-10-15,8,4,144.229216,-35.592304,76.160004,0.000000,0.000000,6.72196484,0.050994873,0.849893451,-0.636374235,-0.019034863,0.065152273,-16.75576973,-10.97130013,0.456674427,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.107,0.107,33,35,32,44,32,25,Silty clay loam,5.46,4.43,0.056,16.0,18.375,1302,673,134,304,37100,0,10,1230,0,0,39,13,18300,5990,2340,368,0,189,16,251,14,140,0,0,39,n,0.017,1.017,11.84,1.17,-22.83,2.56,16.32270829,2.813437278,7.784651236,4.080825119,76.91,12.4,162.72,18.92,6.96,1.19,0.72,19.14,3.92,0.113,0.0009,30.304,70.2977
FCNSW_197_2020-10-13_T9_P1,FCNSW_197,FC NSW 1091,2020-10-13,9,1,144.423864,-35.825089,82.180000,6.020000,1.050003,6.52480793,-0.01865387,0.948195279,0.485974818,-0.001828948,0.336017191,-17.53090096,-11.50438499,0.428536952,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.157,0.157,24,39,37,26,39,35,Silty clay loam,5.4,4.2,0.051,11.0,9.278,790,584,122,234,41300,0,13,930,0,0,48,13,26000,6710,2860,460,0,193,20,211,16,117,0,0,49,n,0.019,1.019,11.23,1.15,-26.23,2.28,15.42841428,2.676581382,7.622626413,3.161663869,120.39,13.38,213.54,25.09,0.43,1.1,1.73,16.59,5.049,0.1121,0.0008,29.797,70.8846
FCNSW_198_2020-10-13_T9_P2,FCNSW_198,FC NSW 1092,2020-10-13,9,2,144.422807,-35.825348,82.230003,6.070000,1.100006,7.10196686,-0.010002136,0.333277375,0.66692102,-0.004444472,0.418114156,-17.93743896,-11.07798576,0.413779527,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.146,0.146,28,41,31,33,36,32,Silty clay loam,5.77,4.72,0.064,13.0,12.562,1018,622,126,240,40100,0,12,1120,0,0,47,12,24600,7130,2880,425,0,192,18,193,15,118,0,0,46,n,0.019,1.019,8.98,0.85,-30.64,4.06,18.70742286,3.493985778,8.780737961,4.361516932,140.3,12.51,246.45,27.6,0.23,1.16,1.58,25.59,6.054,0.155,0.001,28.587,72.0778
FCNSW_199_2020-10-13_T9_P3,FCNSW_199,FC NSW 1093,2020-10-13,9,3,144.422034,-35.825474,81.919998,5.759990,0.790001,6.11000013,-0.053001404,1.715112209,-0.470688045,-0.009224026,0.362870514,-17.56862068,-10.82868004,0.427167714,n,0,30,"River red gum, 30% juncus, 100% litter cover",2829,3180,1.151,0.151,36,35,29,39,32,29,Silty clay loam,5.55,4.36,0.053,12.0,11.709,664,689,170,212,40600,0,12,797,0,15,48,13,31100,6640,2810,1190,0,248,20,259,17,142,0,0,48,n,0.018,1.018,10.47,1.24,-18.99,3.63,20.13540004,3.44900483,9.663111797,4.615727293,143.76,14.23,244.27,28.94,0.08,1.07,2.49,17.66,6.085,0.1382,0.001,27.935,72.7861
FCNSW_200_2020-10-13_T9_P4,FCNSW_200,FC NSW 1094,2020-10-13,9,4,144.421747,-35.825765,81.129997,4.969990,0.000000,5.61882973,0.024467468,2.357022524,0.250294954,-0.00589629,0.493251532,-17.55643845,-11.29290295,0.42760995,y,0,30,"Juvenile river red gum, 20% juncus, 100% leaf litter",2829,3530,1.059,0.059,69,19,13,70,20,11,Loam,5.69,4.3,0.034,6.2,13.948,346,313,112,92,16400,0,0,434,0,0,22,0,11800,3000,1170,263,0,126,0,138,0,74,0,0,20,n,0.009,1.009,10.01,0.64,-26.07,3.9,11.12477197,1.954640281,5.985371579,2.890495749,88.25,6.63,150.18,15.27,0.21,0.59,1.02,9.88,3.284,0.1507,0.001,28.722,71.8063
